Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Reactions,ShotPower,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking
-0.2195121951219512,-0.45882352941176474,0.2911392405063291,0.09589041095890405,-0.475,-0.0843373493975903,-0.4216867469879517,-0.3571428571428572,-0.054054054054053946,0.08433734939759052,0.06666666666666665,-0.1707317073170731,0.2753623188405796,0.2777777777777777,-0.18072289156626486,0.1707317073170731,0.3902439024390245,-0.4285714285714286,-0.04878048780487809,-0.44999999999999996,0.29729729729729737,0.45238095238095233
-0.5609756097560975,-0.43529411764705883,0.11392405063291133,-0.12328767123287676,-0.5499999999999999,-0.3493975903614457,-0.7108433734939759,-0.4047619047619049,-0.16216216216216228,-0.18072289156626486,-0.040000000000000036,-0.24390243902439024,-0.0724637681159419,0.5833333333333333,-0.4698795180722891,0.3414634146341464,0.09756097560975618,-0.6428571428571428,-0.46341463414634143,-0.65,-0.24324324324324342,0.04761904761904745
0.41463414634146356,-0.24705882352941178,0.012658227848101111,0.17808219178082174,-0.42499999999999993,0.2289156626506026,0.15662650602409656,-0.09523809523809534,-0.027027027027026973,0.2771084337349399,0.1200000000000001,0.4390243902439024,0.2753623188405796,0.25,-0.15662650602409633,0.41463414634146334,0.3414634146341464,0.30952380952380953,-0.1707317073170731,0.125,0.3513513513513513,0.33333333333333326
0.14634146341463428,-0.43529411764705883,-0.06329113924050644,-0.34246575342465757,-0.5499999999999999,0.08433734939759052,-0.32530120481927705,-0.5476190476190477,-0.6216216216216217,-0.22891566265060215,-0.06666666666666665,-0.5121951219512195,-0.15942028985507228,-0.6111111111111112,-0.5662650602409638,0.24390243902439024,0.14634146341463428,-0.09523809523809534,-0.3414634146341463,-0.44999999999999996,-0.4864864864864866,0.0714285714285714
0.14634146341463428,0.12941176470588234,-0.4177215189873418,0.34246575342465757,0.025000000000000133,0.3493975903614459,0.2530120481927711,0.19047619047619024,0.08108108108108114,0.2771084337349399,0.09333333333333349,0.3902439024390243,0.4492753623188408,0.02777777777777768,0.2771084337349399,0.4390243902439024,-0.024390243902439046,0.26190476190476186,0.24390243902439024,0.07499999999999996,0.10810810810810811,-0.5000000000000001
0.36585365853658547,0.0117647058823529,0.3417721518987342,0.5890410958904106,0.2250000000000001,0.3975903614457832,0.3975903614457832,0.45238095238095233,0.5135135135135136,0.5180722891566267,0.28,0.46341463414634143,0.681159420289855,0.4999999999999998,0.3493975903614459,0.5121951219512195,0.5365853658536586,0.16666666666666652,0.36585365853658547,0.32499999999999996,0.2702702702702702,0.45238095238095233
0.14634146341463428,-0.3882352941176471,0.03797468354430378,0.17808219178082174,-0.475,0.03614457831325302,-0.44578313253012036,-0.38095238095238104,0.08108108108108114,0.10843373493975927,-0.040000000000000036,-0.24390243902439024,0.3623188405797104,0.25,-0.4698795180722891,0.19512195121951215,0.24390243902439024,-0.09523809523809534,0.1707317073170731,-0.2250000000000001,-0.24324324324324342,0.19047619047619024
0.12195121951219523,0.0117647058823529,0.3417721518987342,0.506849315068493,-0.04999999999999982,0.2771084337349399,-0.06024096385542155,-0.09523809523809534,0.3783783783783785,0.4457831325301207,0.3866666666666667,0.4390243902439024,0.4492753623188408,0.19444444444444442,0.32530120481927716,0.5853658536585367,0.4878048780487805,0.0,0.14634146341463405,-0.050000000000000044,0.2432432432432432,0.4285714285714284
0.3170731707317074,-0.7176470588235295,0.31645569620253156,0.31506849315068486,-0.44999999999999996,0.1807228915662651,-0.13253012048192758,-0.11904761904761907,0.16216216216216228,0.3012048192771086,0.17333333333333334,-0.24390243902439024,0.681159420289855,0.13888888888888884,-0.6626506024096385,0.46341463414634143,0.46341463414634143,0.023809523809523725,0.0,0.125,0.1351351351351351,0.38095238095238093
0.2682926829268293,0.19999999999999996,0.31645569620253156,0.20547945205479445,0.42500000000000004,0.1807228915662651,0.1807228915662651,0.4285714285714284,0.0,0.2771084337349399,0.1200000000000001,0.4878048780487805,0.30434782608695654,0.13888888888888884,0.3012048192771086,-0.12195121951219523,0.14634146341463428,0.26190476190476186,0.12195121951219523,0.4750000000000001,0.29729729729729737,0.09523809523809512
-0.3902439024390244,-0.17647058823529416,-0.4683544303797469,-0.09589041095890405,-0.625,0.012048192771084487,-0.6385542168674698,-0.4761904761904763,-0.6756756756756757,-0.012048192771084265,0.1200000000000001,-0.6585365853658537,-0.014492753623188248,-0.38888888888888884,-0.37349397590361433,-0.14634146341463405,0.12195121951219523,0.2142857142857142,-0.3170731707317074,-0.35,-0.18918918918918926,-0.45238095238095244
0.2195121951219512,-0.48235294117647065,0.6455696202531647,0.26027397260273966,-0.2749999999999999,-0.20481927710843362,-0.5903614457831324,-0.5000000000000001,-0.10810810810810811,0.1807228915662653,0.14666666666666672,-0.24390243902439024,0.5652173913043481,0.41666666666666674,-0.5421686746987951,0.29268292682926833,0.5853658536585367,-0.04761904761904767,-0.14634146341463405,-0.09999999999999987,0.16216216216216206,0.5476190476190474
-0.04878048780487809,-0.6705882352941177,-0.21518987341772156,-0.2602739726027399,-0.5249999999999999,-0.06024096385542155,-0.49397590361445776,-0.5000000000000001,-0.29729729729729737,-0.0843373493975903,-0.06666666666666665,-0.7804878048780488,0.07246376811594213,-0.6111111111111112,-0.5180722891566264,0.19512195121951215,0.14634146341463428,-0.023809523809523725,-0.3902439024390244,-0.30000000000000004,-0.45945945945945965,0.19047619047619024
-0.07317073170731714,-0.43529411764705883,0.2911392405063291,0.5342465753424657,-0.42499999999999993,-0.22891566265060237,-0.22891566265060237,-0.2857142857142858,0.4054054054054055,0.2771084337349399,0.01333333333333342,-0.04878048780487809,0.1594202898550725,0.3055555555555556,-0.20481927710843362,0.5365853658536586,0.5609756097560976,-0.33333333333333337,0.29268292682926833,-0.19999999999999996,0.08108108108108114,0.33333333333333326
-0.31707317073170727,-0.41176470588235303,0.21518987341772156,0.09589041095890405,-0.1499999999999999,-0.37349397590361444,-0.5903614457831324,-0.38095238095238104,0.21621621621621623,-0.012048192771084265,0.1200000000000001,-0.2682926829268293,0.04347826086956541,0.6666666666666667,-0.7108433734939759,0.41463414634146334,0.3902439024390245,-0.6666666666666666,0.07317073170731714,-0.44999999999999996,0.027027027027026973,0.33333333333333326
0.41463414634146356,0.2705882352941176,-0.11392405063291133,0.5342465753424657,0.3500000000000001,0.4698795180722892,0.42168674698795194,0.40476190476190466,0.4864864864864864,0.5421686746987955,0.30666666666666664,0.5365853658536586,-0.014492753623188248,-0.3333333333333335,0.63855421686747,-0.2195121951219512,-0.14634146341463405,0.5,0.5853658536585367,0.17500000000000004,0.3513513513513513,-0.09523809523809534
-0.2195121951219512,-0.5529411764705883,0.1898734177215189,0.09589041095890405,-0.32499999999999996,-0.37349397590361444,-0.3975903614457831,-0.5000000000000001,-0.08108108108108114,-0.1566265060240961,0.040000000000000036,-0.2682926829268293,0.01449275362318847,0.4722222222222221,-0.37349397590361433,0.14634146341463405,0.12195121951219523,-0.6190476190476191,-0.46341463414634143,-0.4,-0.2702702702702704,0.2142857142857142
-0.46341463414634143,-0.5529411764705883,0.012658227848101111,-0.6438356164383562,-0.6,-0.5662650602409638,-0.5421686746987951,-0.5000000000000001,-0.5675675675675675,-0.37349397590361433,-0.2533333333333334,-0.2195121951219512,0.01449275362318847,0.41666666666666674,-0.7590361445783131,-0.09756097560975618,0.07317073170731714,-0.6904761904761905,-0.5853658536585366,-0.25,-0.3783783783783785,0.38095238095238093
-0.4878048780487805,0.12941176470588234,-0.012658227848101333,-0.2602739726027399,-0.29999999999999993,0.03614457831325302,-0.2530120481927709,-0.5714285714285715,-0.7297297297297298,0.03614457831325324,-0.22666666666666657,-0.14634146341463405,-0.3043478260869563,-0.3055555555555556,-0.20481927710843362,-0.6585365853658537,-0.8292682926829268,-0.023809523809523725,-0.19512195121951215,0.25,-0.32432432432432434,-0.6666666666666667
-0.14634146341463405,0.24705882352941178,-0.012658227848101333,-0.20547945205479445,-0.2749999999999999,0.08433734939759052,-0.4216867469879517,-0.3571428571428572,-0.2432432432432432,0.1325301204819278,-0.14666666666666672,0.14634146341463405,0.07246376811594213,0.6388888888888886,0.10843373493975905,-0.19512195121951215,-0.3414634146341463,0.1428571428571428,-0.19512195121951215,-0.2250000000000001,-0.027027027027027195,-0.761904761904762
0.29268292682926833,-0.45882352941176474,0.13924050632911378,0.12328767123287676,-0.6,-0.03614457831325302,0.10843373493975905,-0.523809523809524,-0.10810810810810811,0.012048192771084487,0.01333333333333342,0.024390243902439046,0.18840579710144945,0.5555555555555556,-0.22891566265060237,0.5121951219512195,0.3170731707317074,-0.40476190476190477,-0.3902439024390244,-0.5,0.1351351351351351,0.19047619047619024
0.3170731707317074,0.0352941176470587,-0.08860759493670889,0.20547945205479445,0.15000000000000013,0.1325301204819278,0.4457831325301207,-0.3333333333333335,0.08108108108108114,0.20481927710843384,-0.06666666666666665,-0.07317073170731714,0.21739130434782616,0.25,-0.012048192771084265,0.24390243902439024,0.2682926829268293,0.023809523809523725,0.12195121951219523,-0.07499999999999996,-0.10810810810810811,0.2857142857142856
0.14634146341463428,-0.5058823529411766,-0.26582278481012667,-0.013698630136986356,-0.375,-0.06024096385542155,-0.0843373493975903,-0.4761904761904763,-0.16216216216216228,0.012048192771084487,0.06666666666666665,-0.04878048780487809,0.5942028985507246,0.19444444444444442,-0.3012048192771084,0.878048780487805,0.2682926829268293,-0.04761904761904767,0.09756097560975618,-0.44999999999999996,-0.10810810810810811,0.2142857142857142
0.0,0.08235294117647052,-0.03797468354430378,-0.04109589041095907,0.050000000000000044,0.06024096385542177,0.10843373493975905,-0.04761904761904767,-0.16216216216216228,0.06024096385542177,-0.14666666666666672,0.2195121951219512,0.2753623188405796,0.2777777777777777,0.012048192771084487,0.14634146341463405,-0.46341463414634143,0.0714285714285714,0.07317073170731714,0.15000000000000013,-0.1351351351351351,-0.523809523809524
0.19512195121951215,0.0117647058823529,-0.03797468354430378,0.23287671232876717,0.17500000000000004,0.1807228915662651,0.2289156626506026,0.26190476190476186,0.18918918918918926,0.2289156626506026,0.14666666666666672,0.3170731707317074,-0.04347826086956519,0.13888888888888884,0.1325301204819278,0.14634146341463405,0.04878048780487809,0.16666666666666652,0.3414634146341464,0.2250000000000001,0.16216216216216206,0.0714285714285714
0.5121951219512195,0.48235294117647043,0.240506329113924,0.506849315068493,0.55,0.5903614457831325,0.5180722891566267,0.40476190476190466,0.3783783783783785,0.5903614457831328,0.4666666666666668,0.46341463414634143,0.7101449275362319,0.2777777777777777,0.37349397590361466,0.3902439024390243,0.2682926829268293,0.5,0.6341463414634148,0.5250000000000001,0.40540540540540526,0.33333333333333326
0.2195121951219512,-0.5529411764705883,0.3417721518987342,0.34246575342465757,0.3250000000000002,-0.03614457831325302,0.2289156626506026,-0.2857142857142858,0.2702702702702702,0.1807228915662653,0.30666666666666664,0.14634146341463405,0.3913043478260869,0.2777777777777777,-0.2530120481927709,0.2195121951219512,0.5365853658536586,-0.2857142857142857,0.024390243902439046,0.025000000000000133,0.32432432432432434,0.4285714285714284
-0.04878048780487809,-0.7411764705882353,-0.2911392405063291,-0.42465753424657526,-0.75,-0.18072289156626486,-0.49397590361445776,-0.523809523809524,-0.918918918918919,-0.0843373493975903,-0.2533333333333334,-0.8048780487804879,-0.014492753623188248,-0.38888888888888884,-0.7108433734939759,0.7804878048780488,0.0,-0.11904761904761907,-0.4878048780487805,-0.42500000000000004,-0.6216216216216217,-0.04761904761904767
0.24390243902439024,-0.5058823529411766,-0.06329113924050644,0.17808219178082174,0.10000000000000009,0.012048192771084487,-0.012048192771084265,-0.30952380952380965,0.08108108108108114,0.25301204819277134,0.040000000000000036,0.09756097560975618,0.04347826086956541,0.13888888888888884,-0.27710843373493965,0.3902439024390243,0.3170731707317074,0.023809523809523725,-0.04878048780487809,-0.2749999999999999,0.2702702702702702,0.26190476190476186
-0.3902439024390244,-0.5294117647058825,0.49367088607594933,0.36986301369863006,-0.475,-0.012048192771084265,-0.4216867469879517,-0.5714285714285715,0.2432432432432432,0.1807228915662653,0.3600000000000001,-0.12195121951219523,0.10144927536231885,0.5833333333333333,-0.27710843373493965,0.5121951219512195,0.6829268292682928,-0.5238095238095238,-0.6097560975609756,-0.050000000000000044,0.21621621621621623,0.6666666666666665
0.19512195121951215,0.2705882352941176,0.31645569620253156,0.31506849315068486,0.375,0.3975903614457832,0.3493975903614459,-0.7380952380952381,0.16216216216216228,0.3493975903614459,-0.30666666666666664,0.19512195121951215,0.04347826086956541,0.0,0.1807228915662651,-0.19512195121951215,-0.6585365853658536,0.2857142857142856,-0.024390243902439046,0.125,-0.32432432432432434,-0.8095238095238095
0.024390243902439046,0.05882352941176472,0.012658227848101111,0.06849315068493134,-0.125,0.20481927710843384,-0.22891566265060237,-0.3333333333333335,-0.054054054054053946,0.20481927710843384,-0.013333333333333197,0.1707317073170731,0.04347826086956541,0.16666666666666652,0.08433734939759052,-0.3414634146341464,-0.6585365853658536,-0.023809523809523725,0.024390243902439046,0.19999999999999996,-0.10810810810810811,-0.45238095238095244
0.1707317073170731,0.3411764705882352,0.240506329113924,0.28767123287671215,0.40000000000000013,0.5421686746987953,0.493975903614458,0.2142857142857142,0.08108108108108114,0.46987951807228945,0.14666666666666672,0.4878048780487805,0.1594202898550725,0.08333333333333326,0.4698795180722892,-0.2195121951219512,-0.3414634146341463,0.30952380952380953,0.3170731707317074,0.4750000000000001,0.2432432432432432,-0.523809523809524
-0.6585365853658537,-0.6941176470588236,0.3924050632911391,0.12328767123287676,-0.44999999999999996,-0.6385542168674698,-0.3493975903614457,-0.3571428571428572,0.08108108108108114,-0.06024096385542155,0.30666666666666664,-0.3414634146341464,0.3913043478260869,0.4999999999999998,-0.4698795180722891,0.5121951219512195,0.36585365853658547,-0.45238095238095233,-0.2682926829268293,-0.55,-0.05405405405405417,0.40476190476190466
-0.5365853658536586,-0.7647058823529412,0.4177215189873418,0.06849315068493134,-0.5249999999999999,-0.44578313253012036,-0.5421686746987951,-0.4761904761904763,0.0,-0.1566265060240961,0.19999999999999996,-0.3414634146341464,0.07246376811594213,0.3888888888888886,-0.6626506024096385,0.09756097560975618,0.4878048780487805,-0.33333333333333337,-0.5121951219512195,-0.375,-0.027027027027027195,0.45238095238095233
0.14634146341463428,0.3411764705882352,-0.3164556962025318,0.4794520547945207,-0.07499999999999996,0.4457831325301207,0.1807228915662651,0.0,0.29729729729729737,0.493975903614458,0.17333333333333334,0.2195121951219512,0.42028985507246386,-0.05555555555555558,0.42168674698795194,-0.1707317073170731,-0.24390243902439024,0.33333333333333326,0.5365853658536586,-0.050000000000000044,0.32432432432432434,-0.14285714285714302
0.5609756097560976,-0.20000000000000018,0.240506329113924,0.34246575342465757,0.25,0.3975903614457832,-0.5180722891566264,-0.4285714285714286,0.21621621621621623,0.42168674698795194,0.2533333333333334,0.2195121951219512,0.5072463768115942,0.25,-0.15662650602409633,0.4878048780487805,0.5609756097560976,0.38095238095238093,0.07317073170731714,0.625,0.18918918918918903,0.47619047619047605
0.1707317073170731,-0.3882352941176471,0.6455696202531647,0.452054794520548,-0.25,0.2530120481927711,0.03614457831325302,0.11904761904761885,0.43243243243243246,0.37349397590361466,0.43999999999999995,0.2195121951219512,0.21739130434782616,0.5555555555555556,-0.3493975903614457,0.6097560975609757,0.6829268292682928,-0.23809523809523814,0.3170731707317074,0.0,0.5405405405405403,0.6428571428571428
0.3414634146341464,0.388235294117647,0.26582278481012644,0.23287671232876717,0.27500000000000013,0.1807228915662651,0.20481927710843384,0.26190476190476186,0.16216216216216228,0.25301204819277134,0.040000000000000036,0.3414634146341464,0.2463768115942031,0.33333333333333326,0.1807228915662651,0.29268292682926833,-0.46341463414634143,0.2857142857142856,-0.04878048780487809,0.19999999999999996,-0.10810810810810811,-0.4285714285714286
-0.4390243902439024,0.4117647058823528,0.11392405063291133,-0.12328767123287676,0.30000000000000004,0.493975903614458,0.1807228915662651,-0.4761904761904763,-0.4054054054054055,0.08433734939759052,-0.06666666666666665,0.5121951219512195,-0.3043478260869563,-0.13888888888888906,0.1807228915662651,-0.5609756097560976,-0.9512195121951219,-0.16666666666666674,0.0,0.55,-0.2702702702702704,-0.3571428571428572
